date,oil_production_growth,real_activity,real_oil_price,real_sp500_return,fedfunds
1995-04-01,0.6913037206928152,41.345377,-2.0328496637331015,2.8852693925131234,6.05
1995-05-01,-0.7775034937468561,40.917014,-2.0373422567335426,2.2453376402951974,6.01
1995-06-01,-0.6770247555515141,29.45412,-2.1092785978535127,3.4740871002698626,6
1995-07-01,1.6724232495731073,27.680507,-2.176535749662239,2.386158808014205,5.85
1995-08-01,-0.08532039500170896,33.51775,-2.137192598300539,2.0716380158715353,5.74
1995-09-01,0.4270508055162381,29.700404,-2.1313194202555583,0.6169635168892462,5.8
1995-10-01,-0.8118756617410128,13.794055,-2.1766558132471543,2.8609346646041978,5.76
1995-11-01,1.194655911622533,10.152355,-2.1502019376978407,0.2986308607423105,5.8
1995-12-01,-0.1172648485995964,8.2371006,-2.095555075623602,3.6917845037749863,5.6
1996-01-01,0.2749865906496396,3.2174598,-2.091799422526436,1.7215647170503168,5.56
1996-02-01,0.9229614327306734,-4.3877197,-2.10426319485365,2.6225528442103574,5.22
1996-03-01,-0.4412936893182007,-8.1600314,-2.00022034374978,0.5993411909805957,5.31
1996-04-01,-0.35414331487864104,-3.3738877,-1.8871337125834444,1.0570208691581762,5.22
1996-05-01,-0.620929248469082,-6.1850757,-2.000304221121112,-0.062055819117112776,5.24
1996-06-01,0.8683846861259781,-16.862166,-2.0378183366254556,1.7898849923862592,5.27
1996-07-01,0.42694448871429813,-29.789891,-1.990521159974282,1.0293890856905463,5.4
1996-08-01,-0.2033374627345097,-32.652765,-1.9792853849293714,-4.028546566938385,5.22
1996-09-01,0.39131199576480924,-38.096119,-1.8851437938391655,0.40288429078962906,5.3
1996-10-01,0.331995503831628,-28.801509,-1.8453843104866925,4.79842194385407,5.24
1996-11-01,0.8783104704754408,-4.3288855,-1.8977503032174972,1.7938654407415378,5.31
1996-12-01,0.8664213050165515,-1.8890195,-1.8426889408263636,6.98129056835457,5.29
1997-01-01,0.2779715732563304,-3.5383176,-1.8449696759915957,-2.806419662400206,5.25
1997-02-01,0.4185037868086994,-5.21425,-1.9741060732987459,6.340332702612983,5.19
1997-03-01,-0.6263569643602196,-2.7699154,-2.029876899499633,1.0220904814945087,5.39
1997-04-01,1.320904406361656,-9.0499193000000009,-2.0959625051208883,-4.651290306407496,5.51
1997-05-01,-1.0393732792937982,-16.481968,-2.0424844170385272,4.992791795296814,5.5
1997-06-01,-1.3706025014947443,-16.971181,-2.1199514750335706,5.6297794823755964,5.56
1997-07-01,1.2504953046788003,-11.798168,-2.1021411291959424,5.018568531877232,5.52
1997-08-01,1.2034073461533623,-15.371927,-2.0854295835244585,5.857814186486898,5.54
1997-09-01,0.3300943965573566,-15.220355,-2.1045684917572576,-2.335234376705042,5.54
1997-10-01,1.6082791334273594,-13.177482,-2.0248595433650673,2.7702164466865575,5.5
1997-11-01,-0.5273398307924282,-19.929632,-2.0845255627985004,-1.8573344408617132,5.52
1997-12-01,-0.21072299735926947,-19.984819,-2.1718387864959436,3.677850860506471,5.5
1998-01-01,1.157164898295271,-26.550423,-2.2638393264182035,-0.09584231163319856,5.56
1998-02-01,0.822459165815026,-42.389915,-2.3112646267137684,2.65460194585474,5.51
1998-03-01,-0.21873786234714032,-35.356025,-2.3782136888963956,4.5328025033101405,5.49
1998-04-01,-0.6337946364867619,-42.277972,-2.3551121938305246,5.486093503426215,5.45
1998-05-01,-0.9182417374820062,-42.661172,-2.3819105507777216,0.9066108402711492,5.49
1998-06-01,-0.07039335906480204,-51.567309,-2.478050599425796,-2.837404357001372,5.56
1998-07-01,-0.5004061073812238,-58.209656,-2.4424389513580556,4.897868891596158,5.54
1998-08-01,-1.8296842178184392,-63.167775,-2.4949940769417416,-3.3178026399969696,5.55
1998-09-01,-0.25014768671010046,-54.317659,-2.4042148937940198,-11.29240835499754,5.51
1998-10-01,0.8086539394154713,-42.309912,-2.4154989772166187,-1.0390418330037399,5.07
1998-11-01,1.3650661072027503,-44.836897,-2.5393802099504987,11.828433478489853,4.83
1998-12-01,0.2723402302569511,-57.034285,-2.6828236381565347,5.387956055835286,4.68
1999-01-01,-0.41175691810924064,-62.618599,-2.588851450779198,4.213864318553995,4.63
1999-02-01,-0.07474724683955714,-58.42276,-2.6192189873955942,3.5908079820606176,4.76
1999-03-01,-0.5353511129577271,-43.758021,-2.4381990965760947,-2.9973471721375766,4.81
1999-04-01,-1.7964795010604107,-48.803472,-2.2664758133769918,3.8859358844734793,4.74
1999-05-01,-1.1806295477697404,-34.681452,-2.2372938431796086,4.540400004557732,4.74
1999-06-01,-0.1706773468050926,-41.728607,-2.2356022724351186,-4.558924711928114,4.76
1999-07-01,0.9330815233335343,-43.201727,-2.123969655532045,6.063176900464917,4.99
1999-08-01,0.20895860385827802,-36.448743,-2.0645912539233815,-4.146378933266437,5.07
1999-09-01,-0.32524420145207955,-27.567904,-1.9691824358635346,-0.1909006431999316,5.22
1999-10-01,0.9886297749238437,-12.013535,-1.98906482448542,-3.8716306165856196,5.2
1999-11-01,0.6434682173447115,-12.397504,-1.9038727414298955,5.231570192589441,5.42
1999-12-01,-1.0265546349389254,-11.793906,-1.8686968139624809,2.931804306495156,5.3
2000-01-01,0.27498876566927066,-9.8577798,-1.8273529824534214,3.7357048164949447,5.45
2000-02-01,1.1069056776719322,-8.5100162,-1.7609450307277084,-3.6204263260904312,5.73
2000-03-01,0.2743957698459809,6.1685663,-1.7444741962380432,-2.7447748076228073,5.85
2000-04-01,0.7659256376037149,9.2554573,-1.8918675654572714,8.852582795106922,6.02
2000-05-01,0.5991383098754355,5.2712434,-1.7859353409420662,-2.711984757234198,6.27
2000-06-01,-0.5327456241724704,4.0424835,-1.6961325831661345,-1.9152773436618808,6.53
2000-07-01,1.0864820043783752,5.7295862,-1.7543666248880163,1.130748980186258,6.54
2000-08-01,0.8054361187159742,7.1875833,-1.7263166090102395,-2.162667229713744,6.5
2000-09-01,-0.08883503691414774,11.193848,-1.6374771324984936,5.069620037354916,6.52
2000-10-01,1.1193338799705188,12.466496,-1.6577394093618205,-5.8921806182147485,6.51
2000-11-01,1.2551284835957688,11.768133,-1.6253502979435734,-1.2229617324247322,6.51
2000-12-01,-2.179756795902321,4.9198703,-1.7832050971313962,-7.97976756250689,6.4
2001-01-01,0.5117156963203584,1.8083884,-1.778746555757282,-3.03110552397019,5.98
2001-02-01,-0.8837316677510643,-3.9665354,-1.7790003055636354,6.565352615313813,5.49
2001-03-01,0.7939304497107003,-2.3117515,-1.8630670155621838,-10.180557571613136,5.31
2001-04-01,-1.039356374259448,-6.5984279,-1.8592956762185424,-8.164076624167205,4.8
2001-05-01,-1.2151955099136913,-6.3153992,-1.8237374389518572,9.495652935747767,4.21
2001-06-01,-2.441782836057449,-11.39991,-1.8565005995220016,-0.6819929969755556,3.97
2001-07-01,3.5376435817061846,-24.239422,-1.9039073412592813,-1.7491005225112488,3.77
2001-08-01,0.16848652886647386,-44.905038,-1.8707880351728898,-1.695342974651215,3.65
2001-09-01,-1.0209976805560572,-48.767166,-1.914298321420966,-7.463140851708161,3.07
2001-10-01,-0.05792092154397466,-53.419067,-2.077641361175688,-8.417905588011454,2.49
2001-11-01,-0.1931408898835585,-58.101155,-2.1942992827209045,4.348779225194388,2.09
2001-12-01,0.122596647893225,-56.137178,-2.2069674888905326,4.1942566715340135,1.82
2002-01-01,-0.6324549238483357,-49.361089,-2.1949199755461315,1.9995806797234117,1.73
2002-02-01,0.209363479740432,-46.293921,-2.166738965705721,-3.0210441230512863,1.74
2002-03-01,-0.9020723047207468,-36.026298,-2.0044536046679235,0.5695588737943069,1.73
2002-04-01,-1.33309050112409,-35.184567,-1.9286588089143881,0.8485325688483591,1.75
2002-05-01,1.2325702780980663,-39.298821,-1.8943383419240045,-5.493890426611792,1.75
2002-06-01,0.06635607587313075,-42.93404,-1.95126969739151,-4.360721930574041,1.75
