date,oil_price,global_real_economic_activity,cpi,fed_funds,oil_prod_global,SP500
2020-09-01,39.64,-8.1063862,259.997,0.09,72402.14955119176,3526.64990234375
2020-10-01,39.45,6.4277569,260.319,0.09,72977.79374169106,3380.80004882812
2020-11-01,41.07,-25.998838,260.911,0.09,74775.46046318032,3310.23999023438
2020-12-01,46.78,-20.982322,262.045,0.09,75515.39776614754,3662.44995117188
2021-01-01,51.23,7.6877108,262.639,0.09,75880.04098425458,3700.64990234375
2021-02-01,59.1,-2.5135255,263.573,0.08,73952.87185426349,3773.86010742188
2021-03-01,62.62,26.836912,264.847,0.07,75837.00147943865,3901.82006835938
2021-04-01,61.52,46.749621,266.625,0.07,75350.66382660586,4019.8701171875
2021-05-01,65.17,64.31672,268.404,0.06,75850.93783410452,4192.66015625
2021-06-01,70.97,62.510461,270.71,0.08,76360.98803027713,4202.0400390625
2021-07-01,72.61,70.587283,271.965,0.1,77642.53410177623,4319.93994140625
2021-08-01,67.62,85.899766,272.752,0.09,77234.05113230353,4387.16015625
2021-09-01,70.5,99.842545,273.942,0.08,77634.91709399631,4524.08984375
2021-10-01,80.49,110.76678,276.528,0.08,78969.51930216668,4357.0400390625
2021-11-01,80.13,55.076058,278.824,0.08,79861.82923911708,4613.669921875
2021-12-01,71.41,56.389404,280.806,0.08,79392.33973869751,4513.0400390625
2022-01-01,83.06,8.4314011,282.542,0.08,79552.37507903419,4796.56005859375
2022-02-01,91.32,12.016724,284.525,0.08,80814.642788992,4546.5400390625
2022-03-01,108.58,40.630635,287.467,0.2,80745.5672334843,4306.259765625
2022-04-01,102.29,29.984078,288.582,0.33,79967.9303695733,4545.85986328125
2022-05-01,109.31,57.407659,291.299,0.77,79466.55944830547,4155.3798828125
2022-06-01,115.29,35.433732,295.072,1.21,79717.2090842905,4101.22998046875
2022-07-01,103.21,21.651893,294.94,1.68,80628.11967539995,3825.330078125
2022-08-01,93.74,-16.84664,295.162,2.33,81602.39155406262,4118.6298828125
2022-09-01,85.37,-11.928476,296.421,2.56,82145.38776453749,3966.85009765625
2022-10-01,87.61,7.593114,297.979,3.08,82232.90687068243,3678.42993164062
2022-11-01,85.08,-25.876748,298.708,3.78,82561.15141785791,3856.10009765625
2022-12-01,76.8,-14.538206,298.808,4.1,81944.40369483634,4076.57006835938
2023-01-01,78.01,-61.823823,300.456,4.33,82124.53367540883,3824.13989257812
2023-02-01,76.99,-94.3083,301.476,4.57,82773.95843784326,4119.2099609375
2023-03-01,73.51,-17.981224,301.643,4.65,82731.59259057758,3951.38989257812
2023-04-01,79.51,-13.369522,302.858,4.83,82150.09718136332,4124.509765625
2023-05-01,71.86,-17.772794,303.316,5.06,81381.86178062134,4167.8701171875
2023-06-01,70.12,-44.764641,304.099,5.08,81978.22553590605,4221.02001953125
2023-07-01,75.57,-48.724776,304.615,5.12,81250.94495882558,4455.58984375
2023-08-01,81.34,-39.000934,306.138,5.33,80783.95454788904,4576.72998046875
2023-09-01,88.11,-20.065636,307.374,5.33,81745.59300861762,4515.77001953125
2023-10-01,85.94,9.3529495,307.653,5.33,82099.52696029296,4288.39013671875
2023-11-01,78.48,7.3798224,308.087,5.33,82915.1749726553,4237.85986328125
2023-12-01,72.61,39.989572,308.735,5.33,83215.72836306576,4594.6298828125
2024-01-01,73.56,-5.2647831,309.794,5.33,81848.33588671513,4742.830078125
2024-02-01,76.93,21.166976,311.022,5.33,82540.877469039,4906.18994140625
2024-03-01,81.01,26.605602,312.107,5.33,82978.39036703267,5137.080078125
2024-04-01,85.5,1.0185587,313.016,5.33,82433.42874114995,5243.77001953125
2024-05-01,80.31,10.199357,313.14,5.33,81733.0786658171,5018.39013671875
2024-06-01,79.89,11.785428,313.131,5.33,81435.19707454386,5283.39990234375
2024-07-01,82.57,11.971019,313.566,5.33,81715.93031933872,5475.08984375
2024-08-01,76.79,0.46644821,314.131,5.33,81938.15029192372,5446.68017578125
2024-09-01,70.3,13.95558,314.851,5.13,80860.34562217543,5528.93017578125
2024-10-01,72.48,-2.5488353,315.564,4.83,82023.53236371136,5708.75
2024-11-01,69.6,-10.584763,316.449,4.64,82238.40238354342,5728.7998046875
2024-12-01,69.94,-44.518496,317.603,4.48,82646.47296336039,6047.14990234375
