"date","SP500"
1986-01-02,209.589996337891
1986-02-03,213.960006713867
1986-03-03,225.419998168945
1986-04-01,235.139999389648
1986-05-01,235.160003662109
1986-06-02,245.039993286133
1986-07-01,252.039993286133
1986-08-01,234.910003662109
1986-09-02,248.520004272461
1986-10-01,233.600006103516
1986-11-03,245.800003051758
1986-12-01,249.050003051758
1987-01-02,246.449996948242
1987-02-02,276.450012207031
1987-03-02,283
1987-04-01,292.380004882812
1987-05-01,288.029998779297
1987-06-01,289.829986572266
1987-07-01,302.940002441406
1987-08-03,317.570007324219
1987-09-01,323.399993896484
1987-10-01,327.329986572266
1987-11-02,255.75
1987-12-01,232
1988-01-04,255.940002441406
1988-02-01,255.039993286133
1988-03-01,267.220001220703
1988-04-04,256.089996337891
1988-05-02,261.559997558594
1988-06-01,266.690002441406
1988-07-01,271.779998779297
1988-08-01,272.209991455078
1988-09-01,258.350006103516
1988-10-03,271.380004882812
1988-11-01,279.059997558594
1988-12-01,272.489990234375
1989-01-03,275.309997558594
1989-02-01,297.089996337891
1989-03-01,287.109985351562
1989-04-03,296.390014648438
1989-05-01,309.119995117188
1989-06-01,321.970001220703
1989-07-03,319.230010986328
1989-08-01,343.75
1989-09-01,353.730010986328
1989-10-02,350.869995117188
1989-11-01,341.200012207031
1989-12-01,350.630004882812
1990-01-02,359.690002441406
1990-02-01,328.790008544922
1990-03-01,332.739990234375
1990-04-02,338.700012207031
1990-05-01,332.25
1990-06-01,363.160003662109
1990-07-02,359.540008544922
1990-08-01,355.519989013672
1990-09-04,323.089996337891
1990-10-01,314.940002441406
1990-11-01,307.019989013672
1990-12-03,324.100006103516
1991-01-02,326.450012207031
1991-02-01,343.049987792969
1991-03-01,370.470001220703
1991-04-01,371.299987792969
1991-05-01,380.290008544922
1991-06-03,388.059997558594
1991-07-01,377.920013427734
1991-08-01,387.119995117188
1991-09-03,392.149993896484
1991-10-01,389.200012207031
1991-11-01,391.320007324219
1991-12-02,381.399993896484
1992-01-02,417.260009765625
1992-02-03,409.529998779297
1992-03-02,412.450012207031
1992-04-01,404.230010986328
1992-05-01,412.529998779297
1992-06-01,417.299987792969
1992-07-01,412.880004882812
1992-08-03,425.089996337891
1992-09-01,416.070007324219
1992-10-01,416.290008544922
1992-11-02,422.75
1992-12-01,430.779998779297
1993-01-04,435.380004882812
1993-02-01,442.519989013672
1993-03-01,442.010009765625
1993-04-01,450.299987792969
1993-05-03,442.459991455078
1993-06-01,453.829986572266
1993-07-01,449.019989013672
1993-08-02,450.149993896484
1993-09-01,463.149993896484
1993-10-01,461.279998779297
1993-11-01,469.100006103516
1993-12-01,461.890014648438
1994-01-03,465.440002441406
1994-02-01,479.619995117188
1994-03-01,464.440002441406
1994-04-04,438.920013427734
1994-05-02,453.019989013672
1994-06-01,457.630004882812
1994-07-01,446.200012207031
1994-08-01,461.010009765625
1994-09-01,473.170013427734
1994-10-03,461.739990234375
1994-11-01,468.420013427734
1994-12-01,448.920013427734
1995-01-03,459.109985351562
1995-02-01,470.399993896484
1995-03-01,485.649993896484
1995-04-03,501.850006103516
1995-05-01,514.260009765625
1995-06-01,533.489990234375
1995-07-03,547.090026855469
1995-08-01,559.640014648438
1995-09-01,563.840026855469
1995-10-02,581.719970703125
1995-11-01,584.219970703125
1995-12-01,606.97998046875
1996-01-02,620.72998046875
1996-02-01,638.460021972656
1996-03-01,644.369995117188
1996-04-01,653.72998046875
1996-05-01,654.580017089844
1996-06-03,667.679992675781
1996-07-01,675.880004882812
1996-08-01,650.02001953125
1996-09-03,654.719970703125
1996-10-01,689.080017089844
1996-11-01,703.77001953125
1996-12-02,756.559997558594
1997-01-02,737.010009765625
1997-02-03,786.72998046875
1997-03-03,795.309997558594
1997-04-01,759.640014648438
1997-05-01,798.530029296875
1997-06-02,846.359985351562
1997-07-01,891.030029296875
1997-08-01,947.140014648438
1997-09-02,927.580017089844
1997-10-01,955.409973144531
1997-11-03,938.989990234375
1997-12-01,974.77001953125
1998-01-02,975.039978027344
1998-02-02,1001.27001953125
1998-03-02,1047.69995117188
1998-04-01,1108.15002441406
1998-05-01,1121
1998-06-01,1090.97998046875
1998-07-01,1148.56005859375
1998-08-03,1112.43994140625
1998-09-01,994.260009765625
1998-10-01,986.390014648438
1998-11-02,1111.59997558594
1998-12-01,1175.28002929688
1999-01-04,1228.09997558594
1999-02-01,1273
1999-03-01,1236.16003417969
1999-04-01,1293.71997070312
1999-05-03,1354.63000488281
1999-06-01,1294.26000976562
1999-07-01,1380.9599609375
1999-08-02,1328.05004882812
1999-09-01,1331.06994628906
1999-10-01,1282.81005859375
1999-11-01,1354.11999511719
1999-12-01,1397.71997070312
2000-01-03,1455.21997070312
2000-02-01,1409.28002929688
2000-03-01,1379.18994140625
2000-04-03,1505.96997070312
2000-05-01,1468.25
2000-06-01,1448.81005859375
2000-07-03,1469.5400390625
2000-08-01,1438.09997558594
2000-09-01,1520.77001953125
2000-10-02,1436.22998046875
2000-11-01,1421.21997070312
2000-12-01,1315.22998046875
2001-01-02,1283.27001953125
2001-02-01,1373.46997070312
2001-03-01,1241.22998046875
2001-04-02,1145.86999511719
2001-05-01,1266.43994140625
2001-06-01,1260.67004394531
2001-07-02,1236.71997070312
2001-08-01,1215.93005371094
2001-09-04,1132.93994140625
2001-10-01,1038.55004882812
2001-11-01,1084.09997558594
2001-12-03,1129.90002441406
2002-01-02,1154.67004394531
2002-02-01,1122.19995117188
2002-03-01,1131.78002929688
2002-04-01,1146.5400390625
2002-05-01,1086.4599609375
2002-06-03,1040.68005371094
2002-07-01,968.650024414062
2002-08-01,884.659973144531
2002-09-03,878.02001953125
2002-10-01,847.909973144531
2002-11-01,900.960021972656
2002-12-02,934.530029296875
2003-01-02,909.030029296875
2003-02-03,860.320007324219
2003-03-03,834.809997558594
2003-04-01,858.47998046875
2003-05-01,916.299987792969
2003-06-02,967
2003-07-01,982.320007324219
2003-08-01,980.150024414062
2003-09-02,1021.98999023438
2003-10-01,1018.21997070312
2003-11-03,1059.02001953125
2003-12-01,1070.11999511719
2004-01-02,1108.47998046875
2004-02-02,1135.26000976562
2004-03-01,1155.96997070312
2004-04-01,1132.17004394531
2004-05-03,1117.48999023438
2004-06-01,1121.19995117188
2004-07-01,1128.93994140625
2004-08-02,1106.61999511719
2004-09-01,1105.91003417969
2004-10-01,1131.5
2004-11-01,1130.51000976562
2004-12-01,1191.36999511719
2005-01-03,1202.07995605469
2005-02-01,1189.41003417969
2005-03-01,1210.41003417969
2005-04-01,1172.92004394531
2005-05-02,1162.16003417969
2005-06-01,1202.21997070312
2005-07-01,1194.43994140625
2005-08-01,1235.34997558594
2005-09-01,1221.58996582031
2005-10-03,1226.69995117188
2005-11-01,1202.76000976562
2005-12-01,1264.67004394531
2006-01-03,1268.80004882812
2006-02-01,1282.4599609375
2006-03-01,1291.23999023438
2006-04-03,1297.81005859375
2006-05-01,1305.18994140625
2006-06-01,1285.7099609375
2006-07-03,1280.18994140625
2006-08-01,1270.92004394531
2006-09-01,1311.01000976562
2006-10-02,1331.31994628906
2006-11-01,1367.81005859375
2006-12-01,1396.7099609375
2007-01-03,1416.59997558594
2007-02-01,1445.93994140625
2007-03-01,1403.17004394531
2007-04-02,1424.55004882812
2007-05-01,1486.30004882812
2007-06-01,1536.33996582031
2007-07-02,1519.43005371094
2007-08-01,1465.81005859375
2007-09-04,1489.42004394531
2007-10-01,1547.0400390625
2007-11-01,1508.43994140625
2007-12-03,1472.42004394531
2008-01-02,1447.16003417969
2008-02-01,1395.42004394531
2008-03-03,1331.33996582031
2008-04-01,1370.18005371094
2008-05-01,1409.33996582031
2008-06-02,1385.67004394531
2008-07-01,1284.91003417969
2008-08-01,1260.31005859375
2008-09-02,1277.57995605469
2008-10-01,1161.06005859375
2008-11-03,966.299987792969
2008-12-01,816.210021972656
2009-01-02,931.799987792969
2009-02-02,825.440002441406
2009-03-02,700.820007324219
2009-04-01,811.080017089844
2009-05-01,877.52001953125
2009-06-01,942.869995117188
2009-07-01,923.330017089844
2009-08-03,1002.63000488281
2009-09-01,998.039978027344
2009-10-01,1029.84997558594
2009-11-02,1042.88000488281
2009-12-01,1108.85998535156
2010-01-04,1132.98999023438
2010-02-01,1089.18994140625
2010-03-01,1115.7099609375
2010-04-01,1178.09997558594
2010-05-03,1202.26000976562
2010-06-01,1070.7099609375
2010-07-01,1027.36999511719
2010-08-02,1125.85998535156
2010-09-01,1080.2900390625
2010-10-01,1146.23999023438
2010-11-01,1184.38000488281
2010-12-01,1206.06994628906
2011-01-03,1271.86999511719
2011-02-01,1307.58996582031
2011-03-01,1306.32995605469
2011-04-01,1332.41003417969
2011-05-02,1361.21997070312
2011-06-01,1314.55004882812
2011-07-01,1339.67004394531
2011-08-01,1286.93994140625
2011-09-01,1204.42004394531
2011-10-03,1099.22998046875
2011-11-01,1218.28002929688
2011-12-01,1244.57995605469
2012-01-03,1277.06005859375
2012-02-01,1324.08996582031
2012-03-01,1374.08996582031
2012-04-02,1419.0400390625
2012-05-01,1405.81994628906
2012-06-01,1278.0400390625
2012-07-02,1365.51000976562
2012-08-01,1375.31994628906
2012-09-04,1404.93994140625
2012-10-01,1444.48999023438
2012-11-01,1427.58996582031
2012-12-03,1409.4599609375
2013-01-02,1462.42004394531
2013-02-01,1513.17004394531
2013-03-01,1518.19995117188
2013-04-01,1562.17004394531
2013-05-01,1582.69995117188
2013-06-03,1640.42004394531
2013-07-01,1614.9599609375
2013-08-01,1706.86999511719
2013-09-03,1639.77001953125
2013-10-01,1695
2013-11-01,1761.64001464844
2013-12-02,1800.90002441406
2014-01-02,1831.97998046875
2014-02-03,1741.89001464844
2014-03-03,1845.72998046875
2014-04-01,1885.52001953125
2014-05-01,1883.68005371094
2014-06-02,1924.96997070312
2014-07-01,1973.31994628906
2014-08-01,1925.15002441406
2014-09-02,2002.28002929688
2014-10-01,1946.16003417969
2014-11-03,2017.81005859375
2014-12-01,2053.43994140625
2015-01-02,2058.19995117188
2015-02-02,2020.84997558594
2015-03-02,2117.38989257812
2015-04-01,2059.68994140625
2015-05-01,2108.2900390625
2015-06-01,2111.72998046875
2015-07-01,2077.419921875
2015-08-03,2098.0400390625
2015-09-01,1913.84997558594
2015-10-01,1923.81994628906
2015-11-02,2104.05004882812
2015-12-01,2102.6298828125
2016-01-04,2012.66003417969
2016-02-01,1939.38000488281
2016-03-01,1978.34997558594
2016-04-01,2072.78002929688
2016-05-02,2081.42993164062
2016-06-01,2099.330078125
2016-07-01,2102.94995117188
2016-08-01,2170.84008789062
2016-09-01,2170.86010742188
2016-10-03,2161.19995117188
2016-11-01,2111.71997070312
2016-12-01,2191.080078125
2017-01-03,2257.830078125
2017-02-01,2279.55004882812
2017-03-01,2395.9599609375
2017-04-03,2358.84008789062
2017-05-01,2388.330078125
2017-06-01,2430.06005859375
2017-07-03,2429.01000976562
2017-08-01,2476.35009765625
2017-09-01,2476.55004882812
2017-10-02,2529.1201171875
2017-11-01,2579.36010742188
2017-12-01,2642.21997070312
2018-01-02,2695.81005859375
2018-02-01,2821.97998046875
2018-03-01,2677.669921875
2018-04-02,2581.8798828125
2018-05-01,2654.80004882812
2018-06-01,2734.6201171875
2018-07-02,2726.7099609375
2018-08-01,2813.36010742188
2018-09-04,2896.71997070312
2018-10-01,2924.59008789062
2018-11-01,2740.3701171875
2018-12-03,2790.3701171875
2019-01-02,2510.03002929688
2019-02-01,2706.53002929688
2019-03-01,2803.68994140625
2019-04-01,2867.18994140625
2019-05-01,2923.72998046875
2019-06-03,2744.44995117188
2019-07-01,2964.330078125
2019-08-01,2953.56005859375
2019-09-03,2906.27001953125
2019-10-01,2940.25
2019-11-01,3066.90991210938
2019-12-02,3113.8701171875
2020-01-02,3257.85009765625
2020-02-03,3248.919921875
2020-03-02,3090.22998046875
2020-04-01,2470.5
2020-05-01,2830.7099609375
2020-06-01,3055.72998046875
2020-07-01,3115.86010742188
2020-08-03,3294.61010742188
2020-09-01,3526.64990234375
2020-10-01,3380.80004882812
2020-11-02,3310.23999023438
2020-12-01,3662.44995117188
2021-01-04,3700.64990234375
2021-02-01,3773.86010742188
2021-03-01,3901.82006835938
2021-04-01,4019.8701171875
2021-05-03,4192.66015625
2021-06-01,4202.0400390625
2021-07-01,4319.93994140625
2021-08-02,4387.16015625
2021-09-01,4524.08984375
2021-10-01,4357.0400390625
2021-11-01,4613.669921875
2021-12-01,4513.0400390625
2022-01-03,4796.56005859375
2022-02-01,4546.5400390625
2022-03-01,4306.259765625
2022-04-01,4545.85986328125
2022-05-02,4155.3798828125
2022-06-01,4101.22998046875
2022-07-01,3825.330078125
2022-08-01,4118.6298828125
2022-09-01,3966.85009765625
2022-10-03,3678.42993164062
2022-11-01,3856.10009765625
2022-12-01,4076.57006835938
2023-01-03,3824.13989257812
2023-02-01,4119.2099609375
2023-03-01,3951.38989257812
2023-04-03,4124.509765625
2023-05-01,4167.8701171875
2023-06-01,4221.02001953125
2023-07-03,4455.58984375
2023-08-01,4576.72998046875
2023-09-01,4515.77001953125
2023-10-02,4288.39013671875
2023-11-01,4237.85986328125
2023-12-01,4594.6298828125
2024-01-02,4742.830078125
2024-02-01,4906.18994140625
2024-03-01,5137.080078125
2024-04-01,5243.77001953125
2024-05-01,5018.39013671875
2024-06-03,5283.39990234375
2024-07-01,5475.08984375
2024-08-01,5446.68017578125
2024-09-03,5528.93017578125
2024-10-01,5708.75
2024-11-01,5728.7998046875
